First,Last,RookieYear,Brand,Year,CardNumber
Goose,Goslin,,Fleer,1961,35
Clark,Griffith,,Fleer,1961,36
Burleigh,Grimes,,Fleer,1961,37
Lefty,Grove,,Fleer,1961,38
Chick,Hafey,,Fleer,1961,39
Jesse,Haines,,Fleer,1961,40
Gabby,Hartnett,,Fleer,1961,41
Harry,Heilmann,,Fleer,1961,42
Rogers,Hornsby,,Fleer,1961,43
Waite,Hoyt,,Fleer,1961,44
Carl,Hubbell,,Fleer,1961,45
Miller,Huggins,,Fleer,1961,46
Hughie,Jennings,,Fleer,1961,47
Ban,Johnson,,Fleer,1961,48
Walter,Johnson,,Fleer,1961,49
Ralph,Kiner,,Fleer,1961,50
Chuck,Klein,,Fleer,1961,51
Johnny,Kling,,Fleer,1961,52
Kenesaw,M. Landis,,Fleer,1961,53
Tony,Lazzeri,,Fleer,1961,54
Ernie,Lombardi,,Fleer,1961,55
Dolf,Luque,,Fleer,1961,56
Heinie,Manush,,Fleer,1961,57
Marty,Marion,,Fleer,1961,58
Christy,Mathewson,,Fleer,1961,59
John,McGraw,,Fleer,1961,60
Joe,Medwick,,Fleer,1961,61
Johnny,Mize,,Fleer,1961,63
John,Mostil,,Fleer,1961,64
Art,Nehf,,Fleer,1961,65
Hal,Newhouser,,Fleer,1961,66
Bobo,Newsom,,Fleer,1961,67
Mel,Ott,,Fleer,1961,68
Allie,Reynolds,,Fleer,1961,69
Sam,Rice,,Fleer,1961,70
Eppa,Rixey,,Fleer,1961,71
Edd,Roush,,Fleer,1961,72
Schoolboy,Rowe,,Fleer,1961,73
Red,Ruffing,,Fleer,1961,74
Babe,Ruth,,Fleer,1961,75
Joe,Sewell,,Fleer,1961,76
Al,Simmons,,Fleer,1961,77
George,Sisler,,Fleer,1961,78
Tris,Speaker,,Fleer,1961,79
Fred,Toney,,Fleer,1961,80
Dazzy,Vance,,Fleer,1961,81
Hippo,Vaughn,,Fleer,1961,82
Ed,Walsh,,Fleer,1961,83
Lloyd,Waner,,Fleer,1961,84
Paul,Waner,,Fleer,1961,85
Zack,Wheat,,Fleer,1961,86
Hack,Wilson,,Fleer,1961,87
Jimmy,Wilson,,Fleer,1961,88
-,G. Sisler/P. Traynor,,Fleer,1961,89
Babe,Adams,,Fleer,1961,90
Dale,Alexander,,Fleer,1961,91
Jim,Bagby,,Fleer,1961,92
Ossie,Bluege,,Fleer,1961,93
Lou,Boudreau,,Fleer,1961,94
Tommy,Bridges,,Fleer,1961,95
Donie,Bush,,Fleer,1961,96
Dolph,Camilli,,Fleer,1961,97
Frank,Chance,,Fleer,1961,98
Jimmy,Collins,,Fleer,1961,99
Stan,Coveleskie,,Fleer,1961,100
Hugh,Critz,,Fleer,1961,101
Alvin,Crowder,,Fleer,1961,102
Joe,Dugan,,Fleer,1961,103
Bibb,Falk,,Fleer,1961,104
Rick,Ferrell,,Fleer,1961,105
Art,Fletcher,,Fleer,1961,106
Dennis,Galehouse,,Fleer,1961,107
Chick,Galloway,,Fleer,1961,108
Mule,Haas,,Fleer,1961,109
Stan,Hack,,Fleer,1961,110
Bump,Hadley,,Fleer,1961,111
Billy,Hamilton,,Fleer,1961,112
Joe,Hauser,,Fleer,1961,113
Babe,Herman,,Fleer,1961,114
Travis,Jackson,,Fleer,1961,115
Eddie,Joost,,Fleer,1961,116
Addie,Joss,,Fleer,1961,117
Joe,Judge,,Fleer,1961,118
Joe,Kuhel,,Fleer,1961,119
Napoleon,Lajoie,,Fleer,1961,120
Dutch,Leonard,,Fleer,1961,121
Ted,Lyons,,Fleer,1961,122
Connie,Mack,,Fleer,1961,123
Rabbit,Maranville,,Fleer,1961,124
Fred,Marberry,,Fleer,1961,125
Joe,McGinnity,,Fleer,1961,126
Oscar,Melillo,,Fleer,1961,127
Ray,Mueller,,Fleer,1961,128
Kid,Nichols,,Fleer,1961,129
Lefty,O'Doul,,Fleer,1961,130
Bob,O'Farrell,,Fleer,1961,131
Roger,Peckinpaugh,,Fleer,1961,132
Herb,Pennock,,Fleer,1961,133
George,Pipgras,,Fleer,1961,134
Eddie,Plank,,Fleer,1961,135
Ray,Schalk,,Fleer,1961,136
Hal,Schumacher,,Fleer,1961,137
Luke,Sewell,,Fleer,1961,138
Bob,Shawkey,,Fleer,1961,139
Riggs,Stephenson,,Fleer,1961,140
Billy,Sullivan,,Fleer,1961,141
Bill,Terry,,Fleer,1961,142
Joe,Tinker,,Fleer,1961,143
Pie,Traynor,,Fleer,1961,144
Hal,Trosky,,Fleer,1961,145
George,Uhle,,Fleer,1961,146
Johnny,VanderMeer,,Fleer,1961,147
Arky,Vaughan,,Fleer,1961,148
Rube,Waddell,,Fleer,1961,149
Honus,Wagner,,Fleer,1961,150
Dixie,Walker,,Fleer,1961,151
Ted,Williams,,Fleer,1961,152
Cy,Young,,Fleer,1961,153
Ross,Youngs,,Fleer,1961,154
Steve,Barber,,Fleer,1963,1
Ron,Hansen,,Fleer,1963,2
Milt,Pappas,,Fleer,1963,3
Brooks,Robinson,,Fleer,1963,4
Willie,Mays,,Fleer,1963,5
Lou,Clinton,,Fleer,1963,6
Bill,Monbouquette,,Fleer,1963,7
Carl,Yastrzemski,,Fleer,1963,8
Ray,Herbert,,Fleer,1963,9
Jim,Landis,,Fleer,1963,10
Dick,Donovan,,Fleer,1963,11
Tito,Francona,,Fleer,1963,12
Jerry,Kindall,,Fleer,1963,13
Frank,Lary,,Fleer,1963,14
Dick,Howser,,Fleer,1963,15
Jerry,Lumpe,,Fleer,1963,16
Norm,Siebern,,Fleer,1963,17
Don,Lee,,Fleer,1963,18
Albie,Pearson,,Fleer,1963,19
Bob,Rodgers,,Fleer,1963,20
Leon,Wagner,,Fleer,1963,21
Jim,Kaat,,Fleer,1963,22
Vic,Power,,Fleer,1963,23
Rich,Rollins,,Fleer,1963,24
Bobby,Richardson,,Fleer,1963,25
Ralph,Terry,,Fleer,1963,26
Tom,Cheney,,Fleer,1963,27
Chuck,Cottier,,Fleer,1963,28
Jimmy,Piersall,,Fleer,1963,29
Dave,Stenhouse,,Fleer,1963,30
Glen,Hobbie,,Fleer,1963,31
Ron,Santo,,Fleer,1963,32
Gene,Freese,,Fleer,1963,33
Vada,Pinson,,Fleer,1963,34
Bob,Purkey,,Fleer,1963,35
Joe,Amalfitano,,Fleer,1963,36
Bob,Aspromonte,,Fleer,1963,37
Dick,Farrell,,Fleer,1963,38
Al,Spangler,,Fleer,1963,39
Tommy,Davis,,Fleer,1963,40
Don,Drysdale,,Fleer,1963,41
Sandy,Koufax,,Fleer,1963,42
Maury,Wills,1963,Fleer,1963,43
Frank,Bolling,,Fleer,1963,44
Warren,Spahn,,Fleer,1963,45
Joe,Adcock,,Fleer,1963,46
Roger,Craig,,Fleer,1963,47
Al,Jackson,,Fleer,1963,48
Rod,Kanehl,,Fleer,1963,49
Ruben,Amaro,,Fleer,1963,50
Johnny,Callison,,Fleer,1963,51
Clay,Dalrymple,,Fleer,1963,52
Don,Demeter,,Fleer,1963,53
Art,Mahaffey,,Fleer,1963,54
Smoky,Burgess,,Fleer,1963,55
Roberto,Clemente,,Fleer,1963,56
Roy,Face,,Fleer,1963,57
Vern,Law,,Fleer,1963,58
Bill,Mazeroski,,Fleer,1963,59
Ken,Boyer,,Fleer,1963,60
Bob,Gibson,,Fleer,1963,61
Gene,Oliver,,Fleer,1963,62
Bill,White,,Fleer,1963,63
Orlando,Cepeda,,Fleer,1963,64
Jim,Davenport,,Fleer,1963,65
Billy,O'Dell,,Fleer,1963,66
The,Early Years,,Fleer,1959,1
Ted's,Idol Babe Ruth,,Fleer,1959,2
Practice,Makes Perfect,,Fleer,1959,3
Learns,Fine Points,,Fleer,1959,4
Ted's,Fame Spreads,,Fleer,1959,5
Turns,Pro,,Fleer,1959,6
From,Mound to Plate,,Fleer,1959,7
1937,First Full Season,,Fleer,1959,8
First,Step to Majors Williams/E.Collins,,Fleer,1959,9
Gunning,as Pastime,,Fleer,1959,10
First,Spring Training/Foxx,,Fleer,1959,11
Burning,up the Minors,,Fleer,1959,12
1939,Shows Will Stay,,Fleer,1959,13
Outstanding,Rookie,,Fleer,1959,14
Slides,for Triple,,Fleer,1959,15
1941,Greatest Year,,Fleer,1959,16
Ted,Hit .400,,Fleer,1959,17
1941,All Star Hero,,Fleer,1959,18
Ted,Wins Triple Crown,,Fleer,1959,19
On,to Naval Training,,Fleer,1959,20
Honors,for Williams,,Fleer,1959,21
1944,Ted Solos,,Fleer,1959,22
Wins,Wings,,Fleer,1959,23
Sharpshooter,eye test,,Fleer,1959,24
1945,Ted Discharged,,Fleer,1959,25
Off,to Flying Start,,Fleer,1959,26
One,Man Show,,Fleer,1959,27
The,Williams Shift,,Fleer,1959,28
Hits,for Cycle,,Fleer,1959,29
Beating,the Shift,,Fleer,1959,30
Sox,Lose the Series,,Fleer,1959,31
Most,Valuable Player,,Fleer,1959,32
Another,Triple Crown,,Fleer,1959,33
Runs,Scored Record,,Fleer,1959,34
Sox,Miss Pennant,,Fleer,1959,35
Sox,Miss Again,,Fleer,1959,37
1949,Power Rampage,,Fleer,1959,38
Great,Start,,Fleer,1959,39
Crashes,wall for Catch,,Fleer,1959,40
Ted,Recovers,,Fleer,1959,41
Slowed,by Injury Williams/Tom Yawkey,,Fleer,1959,42
Leads,outfield in Double Plays,,Fleer,1959,43
Back,to Marines,,Fleer,1959,44
Farewell,to Baseball,,Fleer,1959,45
Ready,for Combat,,Fleer,1959,46
Ted,Crash Lands Jet,,Fleer,1959,47
Ted,Returns,,Fleer,1959,48
Smash,Return,,Fleer,1959,49
Spring,Injury,,Fleer,1959,50
Patched,Up,,Fleer,1959,51
Comeback,Success,,Fleer,1959,53
Ted,Hooks Big One,,Fleer,1959,54
Jim,Cronin Retirement,,Fleer,1959,55
"2,000",Major League,,Fleer,1959,56
400th,Homer,,Fleer,1959,57
Ted,Williams Hits .388,,Fleer,1959,58
Hot,September for Ted,,Fleer,1959,59
More,Records,,Fleer,1959,60
1957,Outfielder Ted,,Fleer,1959,61
6th,Batting Title,,Fleer,1959,62
All-Star,Record,,Fleer,1959,63
Daughter,and Daddy,,Fleer,1959,64
August,"30, 1958",,Fleer,1959,65
Famous,Fishermen/Sam Snead,,Fleer,1959,67
Ted,Signs for 1959/Bucky Harris,,Fleer,1959,68
A,future Ted Williams,,Fleer,1959,69
Hitting,Fundamentals #1,,Fleer,1959,71
Hitting,Fundamentals #2,,Fleer,1959,72
Hitting,Fundamentals #3,,Fleer,1959,73
Here's,How,,Fleer,1959,74
Williams,Value to Sox/Ruth/Collins,,Fleer,1959,75
On,Base Record,,Fleer,1959,76
Ted,Relaxes,,Fleer,1959,77
Honors,for Williams,,Fleer,1959,78
Where,Ted Stands,,Fleer,1959,79
Ted's,Goals for,,Fleer,1959,80
First,Full Season,,Fleer,1959,1937
