First,Last,RookieYear,Brand,Year,CardNumber
Ralph,Branca,,Topps,1952,274
Pat,Mullin,,Topps,1952,275
Jim,Wilson,,Topps,1952,276
Early,Wynn,,Topps,1952,277
Allie,Clark,,Topps,1952,278
Eddie,Stewart,,Topps,1952,279
Cloyd,Boyer,,Topps,1952,280
Tommy,Brown,,Topps,1952,281
Phil,Masi,,Topps,1952,283
Hank,Arft,,Topps,1952,284
Cliff,Fannin,,Topps,1952,285
Joe,DeMaestri,,Topps,1952,286
Steve,Bilko,,Topps,1952,287
Chet,Nichols,,Topps,1952,288
Tommy,Holmes,,Topps,1952,289
Joe,Astroth,,Topps,1952,290
Gil,Coan,,Topps,1952,291
Floyd,Baker,,Topps,1952,292
Sibby,Sisti,,Topps,1952,293
Walker,Cooper,,Topps,1952,294
Red,Rolfe,,Topps,1952,296
Andy,Seminick,,Topps,1952,297
Bob,Ross,,Topps,1952,298
Ray,Murray,,Topps,1952,299
Barney,McCosky,,Topps,1952,300
Max,Surkont,,Topps,1952,302
Harry,Dorish,,Topps,1952,303
Sam,Dente,,Topps,1952,304
Paul,Richards,,Topps,1952,305
Lou,Sleater,,Topps,1952,306
Frank,Campos,,Topps,1952,307
Luis,Aloma,,Topps,1952,308
Jim,Busby,,Topps,1952,309
Mickey,Mantle,,Topps,1952,311
Bobby,Thomson,,Topps,1952,313
Roy,Campanella,,Topps,1952,314
Leo,Durocher,,Topps,1952,315
Dave,Williams,1952,Topps,1952,316
Harold,Gregg,,Topps,1952,318
Al,Walker,,Topps,1952,319
Joe,Black,1952,Topps,1952,321
Randy,Jackson,,Topps,1952,322
Bubba,Church,,Topps,1952,323
Warren,Hacker,,Topps,1952,324
Bill,Serena,,Topps,1952,325
George,Shuba,1952,Topps,1952,326
Al,Wilson,,Topps,1952,327
Bob,Borkowski,,Topps,1952,328
Ike,Delock,,Topps,1952,329
Turk,Lown,,Topps,1952,330
Tom,Morgan,,Topps,1952,331
Pee,Wee Reese,,Topps,1952,333
Wilmer,Mizell,1952,Topps,1952,334
Ted,Lepcio,,Topps,1952,335
Dave,Koslo,,Topps,1952,336
Jim,Hearn,,Topps,1952,337
Sal,Yvars,,Topps,1952,338
Russ,Meyer,,Topps,1952,339
Bob,Hooper,,Topps,1952,340
Hal,Jeffcoat,,Topps,1952,341
Clem,Labine,1952,Topps,1952,342
Dick,Gernert,,Topps,1952,343
Sammy,White,,Topps,1952,345
George,Spencer,,Topps,1952,346
Joe,Adcock,,Topps,1952,347
Robert,Kelly,,Topps,1952,348
Bob,Cain,,Topps,1952,349
Cal,Abrams,,Topps,1952,350
Alvin,Dark,,Topps,1952,351
Karl,Drews,,Topps,1952,352
Bobby,Del,,Topps,1952,353
Fred,Hatfield,,Topps,1952,354
Bobby,Morgan,,Topps,1952,355
Toby,Atwell,,Topps,1952,356
Smoky,Burgess,,Topps,1952,357
John,Kucab,,Topps,1952,358
Dee,Fondy,,Topps,1952,359
George,Crowe,1952,Topps,1952,360
Dick,Rozek,,Topps,1952,363
Dave,Madison,,Topps,1952,366
Ben,Thorpe,,Topps,1952,367
Ed,Wright,,Topps,1952,368
Dick,Groat,1952,Topps,1952,369
Billy,Hoeft,1952,Topps,1952,370
Bobby,Hofman,,Topps,1952,371
Gil,McDougald,1952,Topps,1952,372
Jim,Turner,1952,Topps,1952,373
John,Benton,,Topps,1952,374
John,Merson,,Topps,1952,375
Chuck,Dressen,,Topps,1952,377
Joe,Rossi,,Topps,1952,379
Clem,Koshorek,,Topps,1952,380
Milton,Stock C,,Topps,1952,381
Sam,Jones,1952,Topps,1952,382
Del,Wilber,,Topps,1952,383
Frank,Crosetti,,Topps,1952,384
Herman,Franks,,Topps,1952,385
John,Yuhas,,Topps,1952,386
Bob,Chipman,,Topps,1952,388
Ben,Wade,,Topps,1952,389
Glenn,Nelson,,Topps,1952,390
Ben,Chapman,,Topps,1952,391
Hoyt,Wilhelm,1952,Topps,1952,392
Ebba,St.Claire,,Topps,1952,393
Billy,Herman,,Topps,1952,394
Jake,Pitler,,Topps,1952,395
Dick,Williams,1952,Topps,1952,396
Forrest,Main,,Topps,1952,397
Hal,Rice,,Topps,1952,398
Jim,Fridley,,Topps,1952,399
Bill,Dickey,,Topps,1952,400
Bob,Schultz,,Topps,1952,401
Earl,Harrist,,Topps,1952,402
Bill,Miller,,Topps,1952,403
Dick,Brodowski,,Topps,1952,404
Joe,Nuxhall,1952,Topps,1952,406
Eddie,Mathews,1952,Topps,1952,407
Luke,Easter,,Topps,1953,2
George,Crowe,,Topps,1953,3
Ben,Wade,,Topps,1953,4
Joe,Dobson,,Topps,1953,5
Sam,Jones,,Topps,1953,6
Bob,Borkowski,,Topps,1953,7
Clem,Koshorek,,Topps,1953,8
Joe,Collins,,Topps,1953,9
Smoky,Burgess,,Topps,1953,10
Sal,Yvars,,Topps,1953,11
Howie,Judson,,Topps,1953,12
Clem,Labine,,Topps,1953,14
Bobo,Newsom,,Topps,1953,15
Peanuts,Lowrey,,Topps,1953,16
Ted,Lepcio,,Topps,1953,18
Mel,Parnell,,Topps,1953,19
Hank,Thompson,,Topps,1953,20
Billy,Johnson,,Topps,1953,21
Howie,Fox,,Topps,1953,22
Toby,Atwell,,Topps,1953,23
Ferris,Fain,,Topps,1953,24
Ray,Boone,,Topps,1953,25
Dale,Mitchell,,Topps,1953,26
Roy,Campanella,,Topps,1953,27
Hal,Jeffcoat,,Topps,1953,29
Willard,Nixon,,Topps,1953,30
Clyde,Vollmer,,Topps,1953,32
Bob,Kennedy,,Topps,1953,33
George,Shuba,,Topps,1953,34
Irv,Noren,,Topps,1953,35
Johnny,Groth,,Topps,1953,36
Eddie,Mathews,,Topps,1953,37
Jim,Hearn,,Topps,1953,38
Eddie,Miksis,,Topps,1953,39
John,Lipon,,Topps,1953,40
Enos,Slaughter,,Topps,1953,41
Gus,Zernial,,Topps,1953,42
Gil,McDougald,,Topps,1953,43
Ellis,Kinder,,Topps,1953,44
Grady,Hatton,,Topps,1953,45
Bubba,Church,,Topps,1953,47
Bob,Del Greco,,Topps,1953,48
Chuck,Dressen,,Topps,1953,50
Frank,Campos,,Topps,1953,51
Ted,Gray,,Topps,1953,52
Sherm,Lollar,,Topps,1953,53
Bob,Feller,,Topps,1953,54
Gerry,Staley,,Topps,1953,56
Carl,Scheib,,Topps,1953,57
Karl,Drews,,Topps,1953,59
Cloyd,Boyer,,Topps,1953,60
Early,Wynn,,Topps,1953,61
Monte,Irvin,,Topps,1953,62
Gus,Niarhos,,Topps,1953,63
Dave,Philley,,Topps,1953,64
Earl,Harrist,,Topps,1953,65
Roy,Sievers,,Topps,1953,67
Del,Rice,,Topps,1953,68
Dick,Brodowski,,Topps,1953,69
Ed,Yuhas,,Topps,1953,70
Tony,Bartirome,,Topps,1953,71
Eddie,Robinson,,Topps,1953,73
Joe,Rossi,,Topps,1953,74
Mike,Garcia,,Topps,1953,75
Pee,Wee Reese,,Topps,1953,76
Johnny,Mize,,Topps,1953,77
Jim,Hegan,,Topps,1953,80
Joe,Black,,Topps,1953,81
Mickey,Mantle,,Topps,1953,82
Howie,Pollet,,Topps,1953,83
Bob,Hooper,,Topps,1953,84
Bobby,Morgan,,Topps,1953,85
Billy,Martin,,Topps,1953,86
Ed,Lopat,,Topps,1953,87
Willie,Jones,,Topps,1953,88
Chuck,Stobbs,,Topps,1953,89
Hank,Edwards,,Topps,1953,90
Ebba,St.Claire,,Topps,1953,91
Paul,Minner,,Topps,1953,92
Hal,Rice,,Topps,1953,93
Bill,Kennedy,,Topps,1953,94
Virgil,Trucks,,Topps,1953,96
Cal,Abrams,,Topps,1953,98
Dave,Madison,,Topps,1953,99
Bill,Miller,,Topps,1953,100
Ted,Wilks,,Topps,1953,101
Connie,Ryan,,Topps,1953,102
Joe,Astroth,,Topps,1953,103
Yogi,Berra,,Topps,1953,104
Joe,Nuxhall,,Topps,1953,105
Johnny,Antone,,Topps,1953,106
Alvin,Dark,,Topps,1953,109
Hank,Sauer,,Topps,1953,111
Ned,Garver,,Topps,1953,112
Jerry,Priddy,,Topps,1953,113
Phil,Rizzuto,,Topps,1953,114
George,Spencer,,Topps,1953,115
Frank,Smith,,Topps,1953,116
Sid,Gordon,,Topps,1953,117
Gus,Bell,,Topps,1953,118
Johnny,Sain,,Topps,1953,119
Davey,Williams,,Topps,1953,120
Walt,Dropo,,Topps,1953,121
Elmer,Valo,,Topps,1953,122
Tommy,Byrne,,Topps,1953,123
Sibby,Sisti,,Topps,1953,124
Dick,Williams,,Topps,1953,125
Bill,Connelly,,Topps,1953,126
Clint,Courtney,,Topps,1953,127
Wilmer,Mizell,,Topps,1953,128
Keith,Thomas,,Topps,1953,129
Turk,Lown,,Topps,1953,130
Harry,Byrd,,Topps,1953,131
Tom,Morgan,,Topps,1953,132
Gil,Coan,,Topps,1953,133
Rube,Walker,,Topps,1953,134
Al,Rosen,,Topps,1953,135
George,Kell,,Topps,1953,138
Sammy,White,,Topps,1953,139
Tommy,Glaviano,,Topps,1953,140
Allie,Reynolds,,Topps,1953,141
Vic,Wertz,,Topps,1953,142
Billy,Pierce,,Topps,1953,143
Bob,Schultz,,Topps,1953,144
Harry,Dorish,,Topps,1953,145
Granny,Hamner,,Topps,1953,146
Warren,Spahn,,Topps,1953,147
Hoyt,Wilhelm,,Topps,1953,151
Bob,Adams,,Topps,1953,152
Andy,Seminick,,Topps,1953,153
Dick,Groat,,Topps,1953,154
Dutch,Leonard,,Topps,1953,155
Jim,Rivera,,Topps,1953,156
Bob,Addis,,Topps,1953,157
Bob,Addis,,Topps,1953,158
Bob,Young,,Topps,1953,160
Vern,Bickford,,Topps,1953,161
Ted,Kluszewski,,Topps,1953,162
Fred,Hatfield,,Topps,1953,163
Frank,Shea,,Topps,1953,164
Billy,Hoeft,,Topps,1953,165
Billy,Hunter,,Topps,1953,166
Art,Schult,,Topps,1953,167
Dizzy,Trout,,Topps,1953,169
Bill,Werle,,Topps,1953,170
Bill,Glynn,,Topps,1953,171
Rip,Repulski,,Topps,1953,172
Preston,Ward,,Topps,1953,173
Billy,Loes,,Topps,1953,174
Ron,Kline,,Topps,1953,175
Don,Hoak,1953,Topps,1953,176
Jim,Dyck,,Topps,1953,177
Jim,Waugh,,Topps,1953,178
Gene,Hermanski,,Topps,1953,179
Al,Zarilla,,Topps,1953,181
Bobby,Hofman,,Topps,1953,182
Stu,Miller,1953,Topps,1953,183
Hal,Brown,,Topps,1953,184
Jim,Pendleton,,Topps,1953,185
Charlie,Bishop,,Topps,1953,186
Jim,Fridley,,Topps,1953,187
Andy,Carey,1953,Topps,1953,188
Ray,Jablonski,,Topps,1953,189
Dixie,Walker,,Topps,1953,190
Ralph,Kiner,,Topps,1953,191
Wally,Westlake,,Topps,1953,192
Mike,Clark,,Topps,1953,193
Eddie,Kazak,,Topps,1953,194
Ed,McGhee,,Topps,1953,195
Bob,Keegan,,Topps,1953,196
Del,Crandall,,Topps,1953,197
Forrest,Main,,Topps,1953,198
Marion,Fricano,,Topps,1953,199
Paul,LaPalme,,Topps,1953,201
Carl,Sawatski,,Topps,1953,202
Cliff,Fannin,,Topps,1953,203
Dick,Bokelman,,Topps,1953,204
Vern,Benson,,Topps,1953,205
Ed,Bailey,1953,Topps,1953,206
Whitey,Ford,,Topps,1953,207
Jim,Wilson,,Topps,1953,208
Jim,Greengrass,,Topps,1953,209
Bob,Cerv,1953,Topps,1953,210
J.W.,Porter,,Topps,1953,211
Jack,Dittmer,,Topps,1953,212
Bill,Bruton,1953,Topps,1953,214
Gene,Conley,1953,Topps,1953,215
Jim,Hughes,,Topps,1953,216
Murray,Wall,,Topps,1953,217
Les,Fusselman,,Topps,1953,218
Pete,Runnels,,Topps,1953,219
Satchel,Paige,,Topps,1953,220
Bob,Milliken,,Topps,1953,221
Vic,Janowicz,,Topps,1953,222
Johnny,O'Brien,,Topps,1953,223
Lou,Sleater,,Topps,1953,224
Bobby,Shantz,,Topps,1953,225
Ed,Erautt,,Topps,1953,226
Morrie,Martin,,Topps,1953,227
Hal,Newhouser,,Topps,1953,228
Rocky,Krsnich,,Topps,1953,229
Johnny,Lindell,,Topps,1953,230
Solly,Hemus,,Topps,1953,231
Dick,Kokos,,Topps,1953,232
Al,Aber,,Topps,1953,233
Ray,Murray,,Topps,1953,234
John,Hetki,,Topps,1953,235
Bud,Podbielan,,Topps,1953,237
Cal,Hogue,,Topps,1953,238
Jim,Delsing,,Topps,1953,239
Fred,Marsh,,Topps,1953,240
Al,Sima,,Topps,1953,241
Carlos,Bernier,,Topps,1953,243
Willie,Mays,,Topps,1953,244
Bill,Norman,,Topps,1953,245
Roy,Face,1953,Topps,1953,246
Mike,Sandlock,,Topps,1953,247
Gene,Stephens,,Topps,1953,248
Eddie,O'Brien,,Topps,1953,249
Bob,Wilson,,Topps,1953,250
Sid,Hudson,,Topps,1953,251
Hank,Foiles,,Topps,1953,252
Card,Never,,Topps,1953,253
Preacher,Roe,,Topps,1953,254
Dixie,Howell,,Topps,1953,255
Les,Peden,,Topps,1953,256
Bob,Boyd,,Topps,1953,257
Jim,Gilliam,1953,Topps,1953,258
Roy,McMillan,,Topps,1953,259
Sam,Calderone,,Topps,1953,260
Card,Never,,Topps,1953,261
Bob,Oldis,,Topps,1953,262
Johnny,Podres,1953,Topps,1953,263
Gene,Woodling,,Topps,1953,264
Jackie,Jensen,,Topps,1953,265
Bob,Cain,,Topps,1953,266
Card,Never,,Topps,1953,267
Card,Never,,Topps,1953,268
Duane,Pillette,,Topps,1953,269
Vern,Stephens,,Topps,1953,270
Card,Never,,Topps,1953,271
Bill,Antonello,,Topps,1953,272
Harvey,Haddix,1953,Topps,1953,273
John,Riddle,,Topps,1953,274
Card,Never,,Topps,1953,275
Don,Lund,,Topps,1953,277
Willie,Miranda,,Topps,1953,278
Joe,Coleman,,Topps,1953,279
Milt,Bolling,1953,Topps,1953,280
Ted,Williams,,Topps,1954,1
Gus,Zernial,,Topps,1954,2
Monte,Irvin,,Topps,1954,3
Hank,Sauer,,Topps,1954,4
Ed,Lopat,,Topps,1954,5
Pete,Runnels,,Topps,1954,6
Ted,Kluszewski,,Topps,1954,7
Bob,Young,,Topps,1954,8
Harvey,Haddix,,Topps,1954,9
Paul,Leslie,,Topps,1954,11
Del,Crandall,,Topps,1954,12
Billy,Martin,,Topps,1954,13
Preacher,Roe,,Topps,1954,14
Al,Rosen,,Topps,1954,15
Vic,Janowicz,,Topps,1954,16
Phil,Rizzuto,,Topps,1954,17
Walt,Dropo,,Topps,1954,18
Johnny,Lipon,,Topps,1954,19
Warren,Spahn,,Topps,1954,20
Bobby,Shantz,,Topps,1954,21
Jim,Greengrass,,Topps,1954,22
Luke,Easter,,Topps,1954,23
Granny,Hamner,,Topps,1954,24
Harvey,Kuenn,1954,Topps,1954,25
Ray,Jablonski,,Topps,1954,26
Ferris,Fain,,Topps,1954,27
Paul,Minner,,Topps,1954,28
Jim,Hegan,,Topps,1954,29
Eddie,Mathews,,Topps,1954,30
Duke,Snider,,Topps,1954,32
Johnny,Schmitz,,Topps,1954,33
Jim,Rivera,,Topps,1954,34
Jim,Gilliam,,Topps,1954,35
Hoyt,Wilhelm,,Topps,1954,36
Whitey,Ford,,Topps,1954,37
Eddie,Stanky,,Topps,1954,38
Sherm,Lollar,,Topps,1954,39
Mel,Parnell,,Topps,1954,40
Willie,Jones,,Topps,1954,41
Don,Mueller,,Topps,1954,42
Dick,Groat,,Topps,1954,43
Ned,Garver,,Topps,1954,44
Richie,Ashbu,,Topps,1954,45
Ellis,Kinder,,Topps,1954,47
Billy,Hunter,,Topps,1954,48
Ray,Murray,,Topps,1954,49
Yogi,Berra,,Topps,1954,50
Johnny,Lindell,,Topps,1954,51
Vic,Power,1954,Topps,1954,52
Jack,Dittmer,,Topps,1954,53
Vern,Stephens,,Topps,1954,54
Willie,Miranda,,Topps,1954,56
Luis,Aloma,,Topps,1954,57
Bob,Wilson,,Topps,1954,58
Gene,Conley,,Topps,1954,59
Bob,Cain,,Topps,1954,61
Eddie,Robinson,,Topps,1954,62
Johnny,Pesky,,Topps,1954,63
Hank,Thompson,,Topps,1954,64
Bob,Swift,,Topps,1954,65
Ted,Lepcio,,Topps,1954,66
Jim,Willis,1954,Topps,1954,67
Sam,Calderone,,Topps,1954,68
Bud,Podbielan,,Topps,1954,69
Larry,Doby,,Topps,1954,70
Frank,Smith,,Topps,1954,71
Preston,Ward,,Topps,1954,72
Bill,Taylor,1954,Topps,1954,74
Fred,Haney,,Topps,1954,75
Bob,Scheffing,,Topps,1954,76
Ray,Boone,,Topps,1954,77
Ted,Kazanski,1954,Topps,1954,78
Andy,Pafko,,Topps,1954,79
Jackie,Jensen,,Topps,1954,80
Dave,Hoskins,1954,Topps,1954,81
Milt,Bolling,,Topps,1954,82
Joe,Collins,,Topps,1954,83
Dick,Cole,,Topps,1954,84
Bob,Turley,1954,Topps,1954,85
Billy,Herman,,Topps,1954,86
Roy,Face,,Topps,1954,87
Matt,Batts,,Topps,1954,88
Howie,Pollet,,Topps,1954,89
Willie,Mays,,Topps,1954,90
Bob,Oldis,,Topps,1954,91
Wally,Westlake,,Topps,1954,92
Sid,Hudson,,Topps,1954,93
Ernie,Banks,1954,Topps,1954,94
Hal,Rice,,Topps,1954,95
Jerald,Hal,,Topps,1954,97
Joe,Black,,Topps,1954,98
Bobby,Hofman,,Topps,1954,99
Bob,Keegan,,Topps,1954,100
Gene,Woodling,,Topps,1954,101
Gil,Hodges,,Topps,1954,102
Jim,Lemon,1954,Topps,1954,103
Mike,Sandlock,,Topps,1954,104
Andy,Carey,,Topps,1954,105
Dick,Koko,,Topps,1954,106
Duane,Pillette,,Topps,1954,107
Bill,Bruton,,Topps,1954,109
Harry,Dorish,,Topps,1954,110
Jim,Delsing,,Topps,1954,111
Bill,Renna,1954,Topps,1954,112
Bob,Boyd,,Topps,1954,113
Dean,Stone,1954,Topps,1954,114
Rip,Repulski,,Topps,1954,115
Steve,Bilko,,Topps,1954,116
Solly,Hemus,,Topps,1954,117
Carl,Scheib,,Topps,1954,118
Roy,McMillan,,Topps,1954,120
Clem,Labine,,Topps,1954,121
Johnny,Logan,,Topps,1954,122
Bobby,Adams,,Topps,1954,123
Marion,Fricano,,Topps,1954,124
Ben,Wade,,Topps,1954,126
Steve,O'Neill,,Topps,1954,127
Hank,Aaron,1954,Topps,1954,128
